Source,Block Name,Variable Name,Variable Description,Value,Value Description
ALSPAC,wave1m,covid1m_2080,a6a9: Participant ever had loss of sense of smell or taste since Oct: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2080,a6a9: Participant ever had loss of sense of smell or taste since Oct: COVID1,-5,Checked no boxes in a6a9
ALSPAC,wave1m,covid1m_2080,a6a9: Participant ever had loss of sense of smell or taste since Oct: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2080,a6a9: Participant ever had loss of sense of smell or taste since Oct: COVID1,1," Yes, Had symptoms at some point"
ALSPAC,wave1m,covid1m_2080,a6a9: Participant ever had loss of sense of smell or taste since Oct: COVID1,2,"No, did not have symptoms at all"
ALSPAC,wave1m,covid1m_2081,a6a9:  Participant had loss of sense of smell or taste in Oct: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2081,a6a9:  Participant had loss of sense of smell or taste in Oct: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2081,a6a9:  Participant had loss of sense of smell or taste in Oct: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2081,a6a9:  Participant had loss of sense of smell or taste in Oct: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2081,a6a9:  Participant had loss of sense of smell or taste in Oct: COVID1,-5,Checked no boxes in a6a9
ALSPAC,wave1m,covid1m_2081,a6a9:  Participant had loss of sense of smell or taste in Oct: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2081,a6a9:  Participant had loss of sense of smell or taste in Oct: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2081,a6a9:  Participant had loss of sense of smell or taste in Oct: COVID1,2,No
ALSPAC,wave1m,covid1m_2082,a6a9:  Participant had loss of sense of smell or taste in Nov: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2082,a6a9:  Participant had loss of sense of smell or taste in Nov: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2082,a6a9:  Participant had loss of sense of smell or taste in Nov: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2082,a6a9:  Participant had loss of sense of smell or taste in Nov: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2082,a6a9:  Participant had loss of sense of smell or taste in Nov: COVID1,-5,Checked no boxes in a6a9
ALSPAC,wave1m,covid1m_2082,a6a9:  Participant had loss of sense of smell or taste in Nov: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2082,a6a9:  Participant had loss of sense of smell or taste in Nov: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2082,a6a9:  Participant had loss of sense of smell or taste in Nov: COVID1,2,No
ALSPAC,wave1m,covid1m_2083,a6a9:  Participant had loss of sense of smell or taste in Dec: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2083,a6a9:  Participant had loss of sense of smell or taste in Dec: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2083,a6a9:  Participant had loss of sense of smell or taste in Dec: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2083,a6a9:  Participant had loss of sense of smell or taste in Dec: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2083,a6a9:  Participant had loss of sense of smell or taste in Dec: COVID1,-5,Checked no boxes in a6a9
ALSPAC,wave1m,covid1m_2083,a6a9:  Participant had loss of sense of smell or taste in Dec: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2083,a6a9:  Participant had loss of sense of smell or taste in Dec: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2083,a6a9:  Participant had loss of sense of smell or taste in Dec: COVID1,2,No
ALSPAC,wave1m,covid1m_2084,a6a9:  Participant had loss of sense of smell or taste in Jan: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2084,a6a9:  Participant had loss of sense of smell or taste in Jan: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2084,a6a9:  Participant had loss of sense of smell or taste in Jan: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2084,a6a9:  Participant had loss of sense of smell or taste in Jan: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2084,a6a9:  Participant had loss of sense of smell or taste in Jan: COVID1,-5,Checked no boxes in a6a9
ALSPAC,wave1m,covid1m_2084,a6a9:  Participant had loss of sense of smell or taste in Jan: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2084,a6a9:  Participant had loss of sense of smell or taste in Jan: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2084,a6a9:  Participant had loss of sense of smell or taste in Jan: COVID1,2,No
ALSPAC,wave1m,covid1m_2085,a6a9:  Participant had loss of sense of smell or taste in Feb: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2085,a6a9:  Participant had loss of sense of smell or taste in Feb: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2085,a6a9:  Participant had loss of sense of smell or taste in Feb: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2085,a6a9:  Participant had loss of sense of smell or taste in Feb: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2085,a6a9:  Participant had loss of sense of smell or taste in Feb: COVID1,-5,Checked no boxes in a6a9
ALSPAC,wave1m,covid1m_2085,a6a9:  Participant had loss of sense of smell or taste in Feb: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2085,a6a9:  Participant had loss of sense of smell or taste in Feb: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2085,a6a9:  Participant had loss of sense of smell or taste in Feb: COVID1,2,No
ALSPAC,wave1m,covid1m_2086,a6a9:  Participant had loss of sense of smell or taste in Mar: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2086,a6a9:  Participant had loss of sense of smell or taste in Mar: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2086,a6a9:  Participant had loss of sense of smell or taste in Mar: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2086,a6a9:  Participant had loss of sense of smell or taste in Mar: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2086,a6a9:  Participant had loss of sense of smell or taste in Mar: COVID1,-5,Checked no boxes in a6a9
ALSPAC,wave1m,covid1m_2086,a6a9:  Participant had loss of sense of smell or taste in Mar: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2086,a6a9:  Participant had loss of sense of smell or taste in Mar: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2086,a6a9:  Participant had loss of sense of smell or taste in Mar: COVID1,2,No
ALSPAC,wave1m,covid1m_2087,a6a9:  Participant had loss of sense of smell or taste in Apr: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2087,a6a9:  Participant had loss of sense of smell or taste in Apr: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2087,a6a9:  Participant had loss of sense of smell or taste in Apr: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2087,a6a9:  Participant had loss of sense of smell or taste in Apr: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2087,a6a9:  Participant had loss of sense of smell or taste in Apr: COVID1,-5,Checked no boxes in a6a9
ALSPAC,wave1m,covid1m_2087,a6a9:  Participant had loss of sense of smell or taste in Apr: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2087,a6a9:  Participant had loss of sense of smell or taste in Apr: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2087,a6a9:  Participant had loss of sense of smell or taste in Apr: COVID1,2,No
ALSPAC,wave1m,covid1m_2088,a6a9:  Participant had loss of sense of smell or taste in last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2088,a6a9:  Participant had loss of sense of smell or taste in last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2088,a6a9:  Participant had loss of sense of smell or taste in last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2088,a6a9:  Participant had loss of sense of smell or taste in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2088,a6a9:  Participant had loss of sense of smell or taste in last week: COVID1,-5,Checked no boxes in a6a9
ALSPAC,wave1m,covid1m_2088,a6a9:  Participant had loss of sense of smell or taste in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2088,a6a9:  Participant had loss of sense of smell or taste in last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2088,a6a9:  Participant had loss of sense of smell or taste in last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2090,a6a10: Participant ever had a sore throat since Oct: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2090,a6a10: Participant ever had a sore throat since Oct: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2090,a6a10: Participant ever had a sore throat since Oct: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2090,a6a10: Participant ever had a sore throat since Oct: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2090,a6a10: Participant ever had a sore throat since Oct: COVID1,-5,Checked no boxes in a6a10
ALSPAC,wave1m,covid1m_2090,a6a10: Participant ever had a sore throat since Oct: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2090,a6a10: Participant ever had a sore throat since Oct: COVID1,1," Yes, Had symptoms at some point"
ALSPAC,wave1m,covid1m_2090,a6a10: Participant ever had a sore throat since Oct: COVID1,2,"No, did not have symptoms at all"
ALSPAC,wave1m,covid1m_2091,a6a10:  Participant had a sore throat in Oct: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2091,a6a10:  Participant had a sore throat in Oct: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2091,a6a10:  Participant had a sore throat in Oct: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2091,a6a10:  Participant had a sore throat in Oct: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2091,a6a10:  Participant had a sore throat in Oct: COVID1,-5,Checked no boxes in a6a10
ALSPAC,wave1m,covid1m_2091,a6a10:  Participant had a sore throat in Oct: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2091,a6a10:  Participant had a sore throat in Oct: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2091,a6a10:  Participant had a sore throat in Oct: COVID1,2,No
ALSPAC,wave1m,covid1m_2092,a6a10:  Participant had a sore throat in Nov: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2092,a6a10:  Participant had a sore throat in Nov: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2092,a6a10:  Participant had a sore throat in Nov: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2092,a6a10:  Participant had a sore throat in Nov: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2092,a6a10:  Participant had a sore throat in Nov: COVID1,-5,Checked no boxes in a6a10
ALSPAC,wave1m,covid1m_2092,a6a10:  Participant had a sore throat in Nov: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2092,a6a10:  Participant had a sore throat in Nov: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2092,a6a10:  Participant had a sore throat in Nov: COVID1,2,No
ALSPAC,wave1m,covid1m_2093,a6a10:  Participant had a sore throat in Dec: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2093,a6a10:  Participant had a sore throat in Dec: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2093,a6a10:  Participant had a sore throat in Dec: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2093,a6a10:  Participant had a sore throat in Dec: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2093,a6a10:  Participant had a sore throat in Dec: COVID1,-5,Checked no boxes in a6a10
ALSPAC,wave1m,covid1m_2093,a6a10:  Participant had a sore throat in Dec: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2093,a6a10:  Participant had a sore throat in Dec: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2093,a6a10:  Participant had a sore throat in Dec: COVID1,2,No
ALSPAC,wave1m,covid1m_2094,a6a10:  Participant had a sore throat in Jan: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2094,a6a10:  Participant had a sore throat in Jan: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2094,a6a10:  Participant had a sore throat in Jan: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2094,a6a10:  Participant had a sore throat in Jan: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2094,a6a10:  Participant had a sore throat in Jan: COVID1,-5,Checked no boxes in a6a10
ALSPAC,wave1m,covid1m_2094,a6a10:  Participant had a sore throat in Jan: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2094,a6a10:  Participant had a sore throat in Jan: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2094,a6a10:  Participant had a sore throat in Jan: COVID1,2,No
ALSPAC,wave1m,covid1m_2095,a6a10:  Participant had a sore throat in Feb: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2095,a6a10:  Participant had a sore throat in Feb: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2095,a6a10:  Participant had a sore throat in Feb: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2095,a6a10:  Participant had a sore throat in Feb: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2095,a6a10:  Participant had a sore throat in Feb: COVID1,-5,Checked no boxes in a6a10
ALSPAC,wave1m,covid1m_2095,a6a10:  Participant had a sore throat in Feb: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2095,a6a10:  Participant had a sore throat in Feb: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2095,a6a10:  Participant had a sore throat in Feb: COVID1,2,No
ALSPAC,wave1m,covid1m_2096,a6a10:  Participant had a sore throat in Mar: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2096,a6a10:  Participant had a sore throat in Mar: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2096,a6a10:  Participant had a sore throat in Mar: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2096,a6a10:  Participant had a sore throat in Mar: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2096,a6a10:  Participant had a sore throat in Mar: COVID1,-5,Checked no boxes in a6a10
ALSPAC,wave1m,covid1m_2096,a6a10:  Participant had a sore throat in Mar: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2096,a6a10:  Participant had a sore throat in Mar: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2096,a6a10:  Participant had a sore throat in Mar: COVID1,2,No
ALSPAC,wave1m,covid1m_2097,a6a10:  Participant had a sore throat in Apr: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2097,a6a10:  Participant had a sore throat in Apr: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2097,a6a10:  Participant had a sore throat in Apr: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2097,a6a10:  Participant had a sore throat in Apr: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2097,a6a10:  Participant had a sore throat in Apr: COVID1,-5,Checked no boxes in a6a10
ALSPAC,wave1m,covid1m_2097,a6a10:  Participant had a sore throat in Apr: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2097,a6a10:  Participant had a sore throat in Apr: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2097,a6a10:  Participant had a sore throat in Apr: COVID1,2,No
ALSPAC,wave1m,covid1m_2098,a6a10:  Participant had a sore throat in last week: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2098,a6a10:  Participant had a sore throat in last week: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2098,a6a10:  Participant had a sore throat in last week: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2098,a6a10:  Participant had a sore throat in last week: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2098,a6a10:  Participant had a sore throat in last week: COVID1,-5,Checked no boxes in a6a10
ALSPAC,wave1m,covid1m_2098,a6a10:  Participant had a sore throat in last week: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2098,a6a10:  Participant had a sore throat in last week: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2098,a6a10:  Participant had a sore throat in last week: COVID1,2,No
ALSPAC,wave1m,covid1m_2100,a6a11: Participant ever had a hoarse voice since Oct: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2100,a6a11: Participant ever had a hoarse voice since Oct: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2100,a6a11: Participant ever had a hoarse voice since Oct: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2100,a6a11: Participant ever had a hoarse voice since Oct: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2100,a6a11: Participant ever had a hoarse voice since Oct: COVID1,-5,Checked no boxes in a6a11
ALSPAC,wave1m,covid1m_2100,a6a11: Participant ever had a hoarse voice since Oct: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2100,a6a11: Participant ever had a hoarse voice since Oct: COVID1,1," Yes, Had symptoms at some point"
ALSPAC,wave1m,covid1m_2100,a6a11: Participant ever had a hoarse voice since Oct: COVID1,2,"No, did not have symptoms at all"
ALSPAC,wave1m,covid1m_2101,a6a11:  Participant had a hoarse voice in Oct: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2101,a6a11:  Participant had a hoarse voice in Oct: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2101,a6a11:  Participant had a hoarse voice in Oct: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2101,a6a11:  Participant had a hoarse voice in Oct: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2101,a6a11:  Participant had a hoarse voice in Oct: COVID1,-5,Checked no boxes in a6a11
ALSPAC,wave1m,covid1m_2101,a6a11:  Participant had a hoarse voice in Oct: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2101,a6a11:  Participant had a hoarse voice in Oct: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2101,a6a11:  Participant had a hoarse voice in Oct: COVID1,2,No
ALSPAC,wave1m,covid1m_2102,a6a11:  Participant had a hoarse voice in Nov: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2102,a6a11:  Participant had a hoarse voice in Nov: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2102,a6a11:  Participant had a hoarse voice in Nov: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2102,a6a11:  Participant had a hoarse voice in Nov: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2102,a6a11:  Participant had a hoarse voice in Nov: COVID1,-5,Checked no boxes in a6a11
ALSPAC,wave1m,covid1m_2102,a6a11:  Participant had a hoarse voice in Nov: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2102,a6a11:  Participant had a hoarse voice in Nov: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2102,a6a11:  Participant had a hoarse voice in Nov: COVID1,2,No
ALSPAC,wave1m,covid1m_2103,a6a11:  Participant had a hoarse voice in Dec: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2103,a6a11:  Participant had a hoarse voice in Dec: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2103,a6a11:  Participant had a hoarse voice in Dec: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2103,a6a11:  Participant had a hoarse voice in Dec: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2103,a6a11:  Participant had a hoarse voice in Dec: COVID1,-5,Checked no boxes in a6a11
ALSPAC,wave1m,covid1m_2103,a6a11:  Participant had a hoarse voice in Dec: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2103,a6a11:  Participant had a hoarse voice in Dec: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2103,a6a11:  Participant had a hoarse voice in Dec: COVID1,2,No
ALSPAC,wave1m,covid1m_2104,a6a11:  Participant had a hoarse voice in Jan: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2104,a6a11:  Participant had a hoarse voice in Jan: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2104,a6a11:  Participant had a hoarse voice in Jan: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2104,a6a11:  Participant had a hoarse voice in Jan: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2104,a6a11:  Participant had a hoarse voice in Jan: COVID1,-5,Checked no boxes in a6a11
ALSPAC,wave1m,covid1m_2104,a6a11:  Participant had a hoarse voice in Jan: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2104,a6a11:  Participant had a hoarse voice in Jan: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2104,a6a11:  Participant had a hoarse voice in Jan: COVID1,2,No
ALSPAC,wave1m,covid1m_2105,a6a11:  Participant had a hoarse voice in Feb: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2105,a6a11:  Participant had a hoarse voice in Feb: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2105,a6a11:  Participant had a hoarse voice in Feb: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2105,a6a11:  Participant had a hoarse voice in Feb: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2105,a6a11:  Participant had a hoarse voice in Feb: COVID1,-5,Checked no boxes in a6a11
ALSPAC,wave1m,covid1m_2105,a6a11:  Participant had a hoarse voice in Feb: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2105,a6a11:  Participant had a hoarse voice in Feb: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2105,a6a11:  Participant had a hoarse voice in Feb: COVID1,2,No
ALSPAC,wave1m,covid1m_2106,a6a11:  Participant had a hoarse voice in Mar: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_2106,a6a11:  Participant had a hoarse voice in Mar: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_2106,a6a11:  Participant had a hoarse voice in Mar: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_2106,a6a11:  Participant had a hoarse voice in Mar: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_2106,a6a11:  Participant had a hoarse voice in Mar: COVID1,-5,Checked no boxes in a6a11
ALSPAC,wave1m,covid1m_2106,a6a11:  Participant had a hoarse voice in Mar: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_2106,a6a11:  Participant had a hoarse voice in Mar: COVID1,1,Yes
ALSPAC,wave1m,covid1m_2106,a6a11:  Participant had a hoarse voice in Mar: COVID1,2,No
ALSPAC,wave1m,covid1m_2107,a6a11:  Participant had a hoarse voice in Apr: COVID1,-9999,Consent withdrawn
